|name|printed|r|g|b|w|u
490|Amulet of Safekeeping|2018-07-13|0|0|0|0|0
491|Amulet of Unmaking|1996-10-08|0|0|0|0|0
492|Amulet of Vigor|2010-02-05|0|0|0|0|0
493|An-Havva Constable|1995-10-01|0|1|0|0|0
494|An-Havva Inn|1995-10-01|0|1|0|0|0
495|An-Havva Township|1995-10-01|0|0|0|0|0
496|An-Zerrin Ruins|1995-10-01|1|0|0|0|0
497|Ana Battlemage|2007-02-02|0|1|0|0|0
498|Ana Disciple|2001-06-04|0|1|0|0|0
499|Ana Sanctuary|2001-06-04|0|1|0|0|0
500|Anaba Ancestor|1995-10-01|1|0|0|0|0
501|Anaba Bodyguard|1995-10-01|1|0|0|0|0
502|Anaba Shaman|1995-10-01|1|0|0|0|0
503|Anaba Spirit Crafter|1995-10-01|1|0|0|0|0
504|Anaconda|1998-10-12|0|1|0|0|0
505|Anafenza, Kin-Tree Spirit|2015-03-27|0|0|0|1|0
506|Anafenza, the Foremost|2014-09-26|0|1|1|1|0
507|Anara, Wolvid Familiar|2020-11-20|0|1|0|0|0
508|Anarchist|1998-06-15|1|0|0|0|0
509|Anarchy|1995-06-03|1|0|0|0|0
510|Anathemancer|2009-04-30|1|0|1|0|0
511|Anavolver|2001-06-04|0|1|0|0|0
512|Anax and Cymede|2013-09-06|1|0|0|1|0
513|Anax, Hardened in the Forge|2020-01-24|1|0|0|0|0
514|Ancestor Dragon|2016-11-16|0|0|0|1|0
515|Ancestor's Chosen|2002-05-27|0|0|0|1|0
516|Ancestor's Prophet|2002-10-07|0|0|0|1|0
517|Ancestral Anger|2021-11-19|1|0|0|0|0
518|Ancestral Blade|2019-07-12|0|0|0|1|0
519|Ancestral Knowledge|1997-06-09|0|0|0|0|1
520|Ancestral Mask|1999-10-04|0|1|0|0|0
521|Ancestral Memories|1996-10-08|0|0|0|0|1
522|Ancestral Recall|1993-08-05|0|0|0|0|1
523|Ancestral Statue|2015-03-27|0|0|0|0|0
524|Ancestral Tribute|2001-10-01|0|0|0|1|0
525|Ancestral Vengeance|2015-01-17|0|0|1|0|0
526|Ancestral Vision|2006-10-06|0|0|0|0|1
527|Anchor to the Aether|2015-07-17|0|0|0|0|1
528|Ancient Amphitheater|2007-10-12|0|0|0|0|0
529|Ancient Animus|2018-04-27|0|1|0|0|0
530|Ancient Brontodon|2017-09-29|0|1|0|0|0
531|Ancient Carp|2015-03-27|0|0|0|0|1
532|Ancient Crab|2016-01-22|0|0|0|0|1
533|Ancient Craving|1998-06-24|0|0|1|0|0
534|Ancient Den|2003-10-02|0|0|0|0|0
535|Ancient Excavation|2016-11-11|0|0|1|0|1
536|Ancient Greenwarden|2020-09-25|0|1|0|0|0
537|Ancient Grudge|2006-10-06|1|0|0|0|0
538|Ancient Hellkite|2010-07-15|1|0|0|0|0
539|Ancient Hydra|2000-02-14|1|0|0|0|0
540|Ancient Kavu|2000-10-02|1|0|0|0|0
541|Ancient Lumberknot|2021-11-19|0|1|1|0|0
542|Ancient Ooze|2003-05-26|0|1|0|0|0
543|Ancient Runes|1997-10-14|1|0|0|0|0
544|Ancient Silverback|1999-06-07|0|1|0|0|0
545|Ancient Spider|2001-02-05|0|1|0|1|0
546|Ancient Spring|2000-10-02|0|0|0|0|0
547|Ancient Stirrings|2010-04-23|0|1|0|0|0
548|Ancient Stone Idol|2016-11-16|0|0|0|0|0
549|Ancient Tomb|1997-10-14|0|0|0|0|0
550|Ancient Ziggurat|2009-02-06|0|0|0|0|0
551|Andradite Leech|2000-10-02|0|0|1|0|0
552|Angel of Condemnation|2017-07-14|0|0|0|1|0
553|Angel of Despair|2006-02-03|0|0|1|1|0
554|Angel of Destiny|2020-09-25|0|0|0|1|0
555|Angel of Eternal Dawn|2021-12-09|0|0|0|1|0
556|Angel of Finality|2013-11-01|0|0|0|1|0
557|Angel of Flight Alabaster|2011-09-24|0|0|0|1|0
558|Angel of Fury|1998-06-24|0|0|0|1|0
559|Angel of Glory's Rise|2012-04-28|0|0|0|1|0
560|Angel of Grace|2019-01-25|0|0|0|1|0
561|Angel of Invention|2016-09-30|0|0|0|1|0
562|Angel of Jubilation|2012-04-28|0|0|0|1|0
563|Angel of Light|1999-07-01|0|0|0|1|0
564|Angel of Mercy|1998-06-24|0|0|0|1|0
565|Angel of Renewal|2015-10-02|0|0|0|1|0
566|Angel of Retribution|2002-02-04|0|0|0|1|0
567|Angel of Salvation|2007-05-04|0|0|0|1|0
568|Angel of Sanctions|2017-04-28|0|0|0|1|0
569|Angel of Serenity|2012-10-05|0|0|0|1|0
570|Angel of Unity|2021-12-09|0|0|0|1|0
571|Angel of Vitality|2019-07-12|0|0|0|1|0
572|Angel of the Dawn|2018-07-13|0|0|0|1|0
573|Angel of the Dire Hour|2014-11-07|0|0|0|1|0
574|Angel of the God-Pharaoh|2017-07-14|0|0|0|1|0
575|Angel's Feather|2004-02-06|0|0|0|0|0
576|Angel's Grace|2006-10-06|0|0|0|1|0
577|Angel's Herald|2008-10-03|0|0|0|1|0
578|Angel's Mercy|2009-07-16|0|0|0|1|0
579|Angel's Tomb|2012-04-28|0|0|0|0|0
580|Angel's Trumpet|1999-02-15|0|0|0|0|0
581|Angelfire Crusader|2001-06-04|0|0|0|1|0
582|Angelfire Ignition|2022-01-28|1|0|0|1|0
583|Angelheart Protector|2020-09-25|0|0|0|1|0
584|Angelheart Vial|2010-04-23|0|0|0|0|0
585|Angelic Accord|2013-07-19|0|0|0|1|0
586|Angelic Arbiter|2010-07-15|0|0|0|1|0
587|Angelic Armaments|2012-04-28|0|0|0|0|0
588|Angelic Ascension|2020-07-03|0|0|0|1|0
589|Angelic Benediction|2008-10-03|0|0|0|1|0
590|Angelic Blessing|1998-06-15|0|0|0|1|0
591|Angelic Captain|2015-10-02|1|0|0|1|0
592|Angelic Chorus|1998-10-12|0|0|0|1|0
593|Angelic Curator|1999-02-15|0|0|0|1|0
594|Angelic Destiny|2011-07-14|0|0|0|1|0
595|Angelic Edict|2013-01-26|0|0|0|1|0
596|Angelic Exaltation|2019-01-25|0|0|0|1|0
597|Angelic Favor|2000-02-14|0|0|0|1|0
598|Angelic Field Marshal|2014-11-07|0|0|0|1|0
599|Angelic Gift|2015-10-02|0|0|0|1|0
600|Angelic Guardian|2016-11-16|0|0|0|1|0
601|Angelic Overseer|2011-09-24|0|0|0|1|0
602|Angelic Page|1998-10-12|0|0|0|1|0
603|Angelic Protector|1997-10-14|0|0|0|1|0
604|Angelic Purge|2019-11-07|0|0|0|1|0
605|Angelic Quartermaster|2021-11-19|0|0|0|1|0
606|Angelic Renewal|1997-06-09|0|0|0|1|0
607|Angelic Reward|2020-08-13|0|0|0|1|0
608|Angelic Shield|2000-10-02|0|0|0|1|1
609|Angelic Skirmisher|2013-01-26|0|0|0|1|0
610|Angelic Voices|1994-06-01|0|0|0|1|0
611|Angelic Wall|1998-06-24|0|0|0|1|0
612|Angelsong|2008-10-03|0|0|0|1|0
613|Anger|2002-05-27|1|0|0|0|0
614|Anger of the Gods|2013-09-21|1|0|0|0|0
615|Angler Drake|2017-04-28|0|0|0|0|1
616|Angler Turtle|2016-11-16|0|0|0|0|1
617|Angrath's Ambusher|2018-01-19|0|0|1|0|0
618|Angrath's Fury|2018-01-19|1|0|1|0|0
619|Angrath's Marauders|2017-09-29|1|0|0|0|0
620|Angrath's Rampage|2019-05-03|1|0|1|0|0
621|Angrath, Captain of Chaos|2019-05-03|1|0|1|0|0
622|Angrath, Minotaur Pirate|2018-01-19|1|0|1|0|0
623|Angrath, the Flame-Chained|2018-01-19|1|0|1|0|0
624|Angry Mob|1994-08-01|0|0|0|1|0
625|Anguished Unmaking|2019-12-02|0|0|1|1|0
626|Angus Mackenzie|1994-06-01|0|1|0|1|1
627|Animal Boneyard|2001-10-01|0|0|0|1|0
628|Animal Magnetism|2002-10-07|0|1|0|0|0
629|Animal Sanctuary|2020-07-03|0|0|0|0|0
630|Animar, Soul of Elements|2011-06-17|1|1|0|0|1
631|Animate Artifact|1993-08-05|0|0|0|0|1
632|Animate Dead|1993-08-05|0|0|1|0|0
633|Animate Land|2000-02-14|0|1|0|0|0
634|Animate Wall|1993-08-05|0|0|0|1|0
635|Animating Faerie|2019-10-04|0|0|0|0|1
636|Bring to Life|2019-10-04|0|0|0|0|1
637|Animation Module|2016-09-30|0|0|0|0|0
638|Animist's Awakening|2015-07-17|0|1|0|0|0
639|Animus of Predation|2016-08-26|0|1|0|0|0
640|Anje Falkenrath|2019-08-23|1|0|1|0|0
641|Anje's Ravager|2019-08-23|1|0|0|0|0
642|Anje, Maid of Dishonor|2021-11-19|1|0|1|0|0
643|Ankh of Mishra|1993-08-05|0|0|0|0|0
644|Ankle Shanker|2014-09-26|1|0|1|1|0
645|Annex|2002-10-07|0|0|0|0|1
646|Annihilate|2000-10-02|0|0|1|0|0
647|Annihilating Fire|2012-10-05|1|0|0|0|0
648|Annoyed Altisaur|2020-11-20|0|1|0|0|0
649|Annul|1998-10-12|0|0|0|0|1
650|Anoint|1997-10-14|0|0|0|1|0
651|Anointed Chorister|2020-07-03|0|0|0|1|0
652|Anointed Deacon|2017-09-29|0|0|1|0|0
653|Anointed Procession|2017-04-28|0|0|0|1|0
654|Anointer Priest|2017-04-28|0|0|0|1|0
655|Anointer of Champions|2015-07-17|0|0|0|1|0
656|Anointer of Valor|2020-11-20|0|0|0|1|0
657|Anowon, the Ruin Sage|2010-02-05|0|0|1|0|0
658|Answered Prayers|2019-06-05|0|0|0|1|0
659|Ant Queen|2009-07-16|0|1|0|0|0
660|Antagonism|1998-10-12|1|0|0|0|0
661|Anthem of Rakdos|2006-05-05|1|0|1|0|0
662|Anthousa, Setessan Hero|2013-09-21|0|1|0|0|0
663|Anthroplasm|1999-02-15|0|0|0|0|1
664|Anti-Magic Aura|1994-06-01|0|0|0|0|1
665|Anticipate|2015-03-27|0|0|0|0|1
666|Anticognition|2020-09-25|0|0|0|0|1
667|Antique Collector|2021-12-09|0|1|0|0|0
668|Antler Skulkin|2008-07-25|0|0|0|0|0
669|Anurid Barkripper|2002-05-27|0|1|0|0|0
670|Anurid Brushhopper|2002-05-27|0|1|0|1|0
671|Anurid Murkdiver|2002-10-07|0|0|1|0|0
672|Anurid Scavenger|2002-02-04|0|1|0|0|0
673|Anurid Swarmsnapper|2002-05-27|0|1|0|0|0
674|Anvil of Bogardan|1997-02-03|0|0|0|0|0
675|Anvilwrought Raptor|2013-09-21|0|0|0|0|0
676|Anya, Merciless Angel|2015-11-13|1|0|0|1|0
677|Apathy|1997-06-09|0|0|0|0|1
678|Apes of Rath|1997-10-14|0|1|0|0|0
679|Apex Altisaur|2019-08-23|0|1|0|0|0
680|Apex Devastator|2020-11-20|0|1|0|0|0
681|Apex Hawks|2010-02-05|0|0|0|1|0
682|Apex of Power|2018-07-13|1|0|0|0|0
683|Aphemia, the Cacophony|2020-01-24|0|0|1|0|0
684|Aphetto Alchemist|2002-10-07|0|0|0|0|1
685|Aphetto Dredging|2002-10-07|0|0|1|0|0
686|Aphetto Grifter|2002-10-07|0|0|0|0|1
687|Aphetto Runecaster|2003-05-26|0|0|0|0|1
688|Aphetto Vulture|2002-10-07|0|0|1|0|0
689|Aphotic Wisps|2008-05-02|0|0|1|0|0
690|Apocalypse|1997-10-14|1|0|0|0|0
691|Apocalypse Chime|1995-10-01|0|0|0|0|0
692|Apocalypse Demon|2017-07-14|0|0|1|0|0
693|Apocalypse Hydra|2009-02-06|1|1|0|0|0
694|Apostle of Purifying Light|2019-07-12|0|0|0|1|0
695|Apostle's Blessing|2011-05-12|0|0|0|1|0
696|Apothecary Initiate|2008-05-02|0|0|0|1|0
697|Appeal|2017-07-14|0|1|0|0|0
698|Authority|2017-07-14|0|0|0|1|0
699|Appetite for Brains|2012-04-28|0|0|1|0|0
700|Appetite for the Unnatural|2016-09-30|0|1|0|0|0
701|Applied Biomancy|2019-01-25|0|1|0|0|1
702|Apprentice Necromancer|1999-06-07|0|0|1|0|0
703|Apprentice Sharpshooter|2021-11-19|0|1|0|0|0
704|Apprentice Sorcerer|1998-06-24|0|0|0|0|1
705|Apprentice Wizard|1994-08-01|0|0|0|0|1
706|Approach of the Second Sun|2017-04-28|0|0|0|1|0
707|Aquamoeba|2002-02-04|0|0|0|0|1
708|Aquamorph Entity|2007-02-02|0|0|0|0|1
709|Aquastrand Spider|2006-05-05|0|1|0|0|0
710|Aquatic Incursion|2018-01-19|0|0|0|0|1
711|Aqueous Form|2013-09-21|0|0|0|0|1
712|Aquitect's Will|2007-10-12|0|0|0|0|1
713|Aquus Steed|2012-10-05|0|0|0|0|1
714|Araba Mothrider|2005-06-03|0|0|0|1|0
715|Arachnoform|2021-02-05|0|1|0|0|0
716|Arachnogenesis|2015-11-13|0|1|0|0|0
717|Arachnus Spinner|2011-07-14|0|1|0|0|0
718|Arachnus Web|2011-07-14|0|1|0|0|0
719|Aradara Express|2016-09-30|0|0|0|0|0
720|Arahbo, Roar of the World|2016-11-16|0|1|0|1|0
721|Arashi, the Sky Asunder|2005-06-03|0|1|0|0|0
722|Arashin Cleric|2015-01-17|0|0|0|1|0
723|Arashin Foremost|2015-03-27|0|0|0|1|0
724|Arashin Sovereign|2015-03-27|0|1|0|1|0
725|Arashin War Beast|2015-01-17|0|1|0|0|0
726|Arasta of the Endless Web|2020-01-24|0|1|0|0|0
727|Araumi of the Dead Tide|2020-11-20|0|0|1|0|1
728|Arbalest Elite|2011-07-14|0|0|0|1|0
729|Arbiter of Knollridge|2007-10-12|0|0|0|1|0
730|Arbiter of the Ideal|2014-02-01|0|0|0|0|1
731|Arbor Armament|2018-04-27|0|1|0|0|0
732|Arbor Colossus|2013-09-21|0|1|0|0|0
733|Arbor Elf|2010-02-05|0|1|0|0|0
734|Arborback Stomper|2016-09-30|0|1|0|0|0
735|Arboreal Grazer|2019-05-03|0|1|0|0|0
736|Arboretum Elemental|2018-11-09|0|1|0|0|0
737|Arboria|1994-06-01|0|1|0|0|0
738|Arc Blade|2007-05-04|1|0|0|0|0
739|Arc Lightning|1998-10-12|1|0|0|0|0
740|Arc Mage|2000-02-14|1|0|0|0|0
741|Arc Runner|2010-07-15|1|0|0|0|0
742|Arc Trail|2010-09-30|1|0|0|0|0
743|Arc-Slogger|2003-10-02|1|0|0|0|0
744|Arcades Sabboth|1994-06-01|0|1|0|1|1
745|Arcades, the Strategist|2018-07-13|0|1|0|1|1
746|Arcane Adaptation|2017-09-29|0|0|0|0|1
747|Arcane Denial|1996-06-10|0|0|0|0|1
748|Arcane Encyclopedia|2018-07-13|0|0|0|0|0
749|Arcane Endeavor|2021-07-23|0|0|0|0|1
750|Arcane Flight|2018-04-27|0|0|0|0|1
751|Arcane Infusion|2022-01-28|1|0|0|0|1
752|Arcane Laboratory|1998-10-12|0|0|0|0|1
753|Arcane Lighthouse|2014-11-07|0|0|0|0|0
754|Arcane Melee|2012-04-28|0|0|0|0|1
755|Arcane Sanctum|2008-10-03|0|0|0|0|0
756|Arcane Savant|2016-08-26|0|0|0|0|1
757|Arcane Signet|2019-10-04|0|0|0|0|0
758|Arcane Spyglass|2004-02-06|0|0|0|0|0
759|Arcane Subtraction|2021-04-23|0|0|0|0|1
760|Arcane Teachings|2002-05-27|1|0|0|0|0
761|Arcanis the Omnipotent|2002-10-07|0|0|0|0|1
762|Arcanist's Owl|2019-10-04|0|0|0|1|1
763|Arcanum Wings|2007-05-04|0|0|0|0|1
764|Arcbond|2015-01-17|1|0|0|0|0
765|Arcbound Bruiser|2004-02-06|0|0|0|0|0
766|Arcbound Crusher|2004-02-06|0|0|0|0|0
767|Arcbound Fiend|2004-02-06|0|0|0|0|0
768|Arcbound Hybrid|2004-02-06|0|0|0|0|0
769|Arcbound Lancer|2004-02-06|0|0|0|0|0
770|Arcbound Mouser|2021-08-26|0|0|0|1|0
771|Arcbound Overseer|2004-02-06|0|0|0|0|0
772|Arcbound Prototype|2021-08-26|0|0|0|1|0
773|Arcbound Ravager|2004-02-06|0|0|0|0|0
774|Arcbound Reclaimer|2004-02-06|0|0|0|0|0
775|Arcbound Shikari|2021-08-26|1|0|0|1|0
776|Arcbound Slasher|2021-08-26|1|0|0|0|0
777|Arcbound Slith|2004-02-06|0|0|0|0|0
778|Arcbound Stinger|2004-02-06|0|0|0|0|0
779|Arcbound Tracker|2021-08-26|1|0|0|0|0
780|Arcbound Wanderer|2013-06-07|0|0|0|0|0
781|Arcbound Whelp|2021-08-26|1|0|0|0|0
782|Arcbound Worker|2004-02-06|0|0|0|0|0
783|Arch of Orazca|2018-01-19|0|0|0|0|0
784|Archaeological Dig|2000-10-02|0|0|0|0|0
785|Archaeomancer|2012-07-12|0|0|0|0|1
786|Archaeomender|2020-06-18|0|0|0|0|1
787|Archangel|1997-02-03|0|0|0|1|0
788|Archangel of Strife|2011-06-17|0|0|0|1|0
789|Archangel of Thune|2013-07-19|0|0|0|1|0
790|Archangel of Tithes|2015-07-17|0|0|0|1|0
791|Archangel's Light|2012-01-28|0|0|0|1|0
792|Archdemon of Paliano|2016-08-26|0|0|1|0|0
793|Archdemon of Unx|2008-10-03|0|0|1|0|0
794|Archelos, Lagoon Mystic|2020-11-20|0|1|1|0|1
795|Archers of Qarsi|2015-01-17|0|1|0|0|0
796|Archers' Parapet|2014-09-26|0|1|0|0|0
797|Archery Training|1999-06-07|0|0|0|1|0
798|Archetype of Aggression|2014-02-01|1|0|0|0|0
799|Archetype of Courage|2014-02-01|0|0|0|1|0
800|Archetype of Endurance|2014-02-01|0|1|0|0|0
801|Archetype of Finality|2014-02-01|0|0|1|0|0
802|Archetype of Imagination|2014-02-01|0|0|0|0|1
803|Archfiend of Depravity|2015-01-17|0|0|1|0|0
804|Archfiend of Ifnir|2017-04-28|0|0|1|0|0
805|Archfiend of Sorrows|2021-08-26|0|0|1|0|0
806|Archfiend of Spite|2019-08-23|0|0|1|0|0
807|Archfiend's Vessel|2020-07-03|0|0|1|0|0
808|Archghoul of Thraben|2021-11-19|0|0|1|0|0
809|Archipelagore|2020-04-24|0|0|0|0|1
810|Architect of the Untamed|2016-09-30|0|1|0|0|0
811|Architects of Will|2009-04-30|0|0|1|0|1
812|Archive Trap|2009-10-02|0|0|0|0|1
813|Archivist|1999-02-15|0|0|0|0|1
814|Archmage Ascension|2009-10-02|0|0|0|0|1
815|Archmage Emeritus|2021-04-23|0|0|0|0|1
816|Archmage's Charm|2019-06-05|0|0|0|0|1
817|Archon of Absolution|2019-10-04|0|0|0|1|0
818|Archon of Coronation|2020-11-20|0|0|0|1|0
819|Archon of Emeria|2020-09-25|0|0|0|1|0
820|Archon of Falling Stars|2020-01-24|0|0|0|1|0
821|Archon of Justice|2008-07-25|0|0|0|1|0
822|Archon of Redemption|2010-02-05|0|0|0|1|0
823|Archon of Sun's Grace|2020-01-24|0|0|0|1|0
824|Archon of Valor's Reach|2020-04-17|0|1|0|1|0
825|Archon of the Triumvirate|2012-10-05|0|0|0|1|1
826|Archpriest of Iona|2020-09-25|0|0|0|1|0
827|Archway Angel|2019-01-25|0|0|0|1|0
828|Archway Commons|2021-04-23|0|0|0|0|0
829|Archweaver|2012-10-05|0|1|0|0|0
830|Archwing Dragon|2012-04-28|1|0|0|0|0
831|Arclight Phoenix|2018-11-09|1|0|0|0|0
832|Arctic Aven|2012-07-12|0|0|0|0|1
833|Arctic Flats|2006-07-21|0|0|0|0|0
834|Arctic Foxes|1995-06-03|0|0|0|1|0
835|Arctic Merfolk|2001-02-05|0|0|0|0|1
836|Arctic Nishoba|2006-07-21|0|1|0|0|0
837|Arctic Treeline|2021-02-05|0|0|0|0|0
838|Arctic Wolves|1997-06-09|0|1|0|0|0
839|Arcum Dagsson|2006-07-21|0|0|0|0|1
840|Arcum's Astrolabe|2019-06-05|0|0|0|0|0
841|Arcum's Sleigh|1995-06-03|0|0|0|0|0
842|Arcum's Weathervane|1995-06-03|0|0|0|0|0
843|Arcum's Whistle|1995-06-03|0|0|0|0|0
844|Arcus Acolyte|2021-08-26|0|1|0|1|0
845|Ardenn, Intrepid Archaeologist|2020-11-20|0|0|0|1|0
846|Ardent Dustspeaker|2021-04-23|1|0|0|0|0
847|Ardent Electromancer|2020-09-25|1|0|0|0|0
848|Ardent Elementalist|2022-01-28|1|0|0|0|0
849|Ardent Militia|1997-06-09|0|0|0|1|0
850|Ardent Plea|2009-04-30|0|0|0|1|1
851|Ardent Recruit|2011-02-03|0|0|0|1|0
852|Ardent Soldier|2000-10-02|0|0|0|1|0
853|Ardenvale Paladin|2019-10-04|0|0|0|1|0
854|Ardenvale Tactician|2019-10-04|0|0|0|1|0
855|Dizzying Swoop|2019-10-04|0|0|0|1|0
856|Arena Athlete|2013-09-21|1|0|0|0|0
857|Arena Trickster|2020-01-24|1|0|0|0|0
858|Arena of the Ancients|1994-06-01|0|0|0|0|0
859|Arenson's Aura|1995-06-03|0|0|0|1|0
860|Argent Mutation|2011-05-12|0|0|0|0|1
861|Argent Sphinx|2010-09-30|0|0|0|0|1
862|Argentum Armor|2010-09-30|0|0|0|0|0
863|Argivian Archaeologist|1994-03-04|0|0|0|1|0
864|Argivian Blacksmith|1994-03-04|0|0|0|1|0
865|Argivian Find|1997-06-09|0|0|0|1|0
866|Argivian Restoration|1997-06-09|0|0|0|0|1
867|Argothian Elder|1998-10-12|0|1|0|0|0
868|Argothian Enchantress|1998-10-12|0|1|0|0|0
869|Argothian Pixies|1994-03-04|0|1|0|0|0
870|Argothian Swine|1998-10-12|0|1|0|0|0
871|Argothian Treefolk|1994-03-04|0|1|0|0|0
872|Argothian Wurm|1998-10-12|0|1|0|0|0
873|Arguel's Blood Fast|2017-09-29|0|0|1|0|0
874|Temple of Aclazotz|2017-09-29|0|0|0|0|0
875|Aria of Flame|2019-06-05|1|0|0|0|0
876|Arid Mesa|2009-10-02|0|0|0|0|0
877|Arisen Gorgon|2018-07-13|0|0|1|0|0
878|Arixmethes, Slumbering Isle|2016-11-16|0|1|0|0|1
879|Arjun, the Shifting Flame|2015-11-13|1|0|0|0|1
880|Ark of Blight|2003-05-26|0|0|0|0|0
881|Arlinn's Wolf|2019-05-03|0|1|0|0|0
882|Arlinn, Voice of the Pack|2019-05-03|0|1|0|0|0
883|Arlinn, the Pack's Hope|2022-01-28|1|1|0|0|0
884|Arlinn, the Moon's Fury|2022-01-28|1|1|0|0|0
885|Arm the Cathars|2021-11-19|0|0|0|1|0
886|Arm with Aether|2011-05-12|0|0|0|0|1
887|Armada Wurm|2012-10-05|0|1|0|1|0
888|Armadillo Cloak|2000-10-02|0|1|0|1|0
889|Armageddon|1993-08-05|0|0|0|1|0
890|Armageddon Clock|1994-03-04|0|0|0|0|0
891|Armament Corps|2014-09-26|0|1|1|1|0
892|Armament Master|2009-10-02|0|0|0|1|0
893|Armament of Nyx|2014-04-26|0|0|0|1|0
894|Armed|2013-04-27|1|0|0|0|0
895|Dangerous|2013-04-27|0|1|0|0|0
896|Armed and Armored|2021-02-05|0|0|0|1|0
897|Armillary Sphere|2009-02-06|0|0|0|0|0
898|Armistice|1999-10-04|0|0|0|1|0
899|Armix, Filigree Thrasher|2020-11-20|0|0|1|0|0
900|Armor Sliver|1997-10-14|0|0|0|1|0
901|Armor Thrull|1994-11-01|0|0|1|0|0
902|Armor of Faith|1995-06-03|0|0|0|1|0
903|Armor of Thorns|1996-10-08|0|1|0|0|0
904|Armorcraft Judge|2016-09-30|0|1|0|0|0
905|Armored Ascension|2008-05-02|0|0|0|1|0
906|Armored Cancrix|2010-07-15|0|0|0|0|1
907|Armored Galleon|1998-06-24|0|0|0|0|1
908|Armored Griffin|1998-06-24|0|0|0|1|0
909|Armored Guardian|2000-10-02|0|0|0|1|1
910|Armored Pegasus|1997-10-14|0|0|0|1|0
911|Armored Skaab|2011-09-24|0|0|0|0|1
912|Armored Skyhunter|2020-11-20|0|0|0|1|0
913|Armored Transport|2013-01-26|0|0|0|0|0
914|Armored Warhorse|2011-07-14|0|0|0|1|0
915|Armored Whirl Turtle|2016-11-16|0|0|0|0|1
916|Armored Wolf-Rider|2013-04-27|0|1|0|1|0
917|Armorer Guildmage|1996-10-08|1|0|0|0|0
918|Armory Automaton|2016-11-11|0|0|0|0|0
919|Armory Guard|2012-10-05|0|0|0|1|0
920|Armory of Iroas|2014-04-26|0|0|0|0|0
921|Arms Dealer|1999-10-04|1|0|0|0|0
922|Arms Scavenger|2021-12-09|1|0|0|0|0
923|Army Ants|1997-02-03|1|0|1|0|0
924|Army of Allah|1993-12-17|0|0|0|1|0
925|Army of the Damned|2011-09-24|0|0|1|0|0
926|Arni Brokenbrow|2021-02-05|1|0|0|0|0
927|Arni Slays the Troll|2021-02-05|1|1|0|0|0
928|Arnjlot's Ascent|1995-06-03|0|0|0|0|1
929|Arrest|1999-10-04|0|0|0|1|0
930|Arrester's Admonition|2019-01-25|0|0|0|0|1
931|Arrester's Zeal|2019-01-25|0|0|0|1|0
932|Arrogant Bloodlord|2010-04-23|0|0|1|0|0
933|Arrogant Outlaw|2022-01-28|0|0|1|0|0
934|Arrogant Poet|2021-04-23|0|0|1|0|0
935|Arrogant Wurm|2002-02-04|0|1|0|0|0
936|Arrow Storm|2014-09-26|1|0|0|0|0
937|Arrow Volley Trap|2009-10-02|0|0|0|1|0
938|Arrows of Justice|2013-01-26|1|0|0|1|0
939|Arsenal Thresher|2009-04-30|0|0|1|1|1
940|Arterial Flow|2018-01-19|0|0|1|0|0
941|Artful Dodge|2012-01-28|0|0|0|0|1
942|Artful Maneuver|2015-03-27|0|0|0|1|0
943|Artful Takedown|2018-11-09|0|0|1|0|1
944|Artifact Blast|1994-03-04|1|0|0|0|0
945|Artifact Mutation|2000-10-02|1|1|0|0|0
946|Artifact Possession|1994-03-04|0|0|1|0|0
947|Artifact Ward|1994-03-04|0|0|0|1|0
948|Artificer's Assistant|2018-04-27|0|0|0|0|1
949|Artificer's Epiphany|2015-07-17|0|0|0|0|1
950|Artificer's Hex|2013-07-19|0|0|1|0|0
951|Artificial Evolution|2002-10-07|0|0|0|0|1
952|Artillerize|2011-05-12|1|0|0|0|0
953|Artisan of Forms|2013-09-21|0|0|0|0|1
954|Artisan of Kozilek|2010-04-23|0|0|0|0|0
955|Artisan's Sorrow|2013-09-21|0|1|0|0|0
956|Arvad the Cursed|2018-04-27|0|0|1|1|0
957|Aryel, Knight of Windgrace|2018-04-27|0|0|1|1|0
958|As Foretold|2017-04-28|0|0|0|0|1
959|Ascendant Evincar|2000-02-14|0|0|1|0|0
960|Ascendant Packleader|2021-11-19|0|1|0|0|0
961|Ascendant Spirit|2021-02-05|0|0|0|0|1
962|Ascended Lawmage|2013-04-27|0|0|0|1|1
963|Ascending Aven|2002-10-07|0|0|0|0|1
964|Ascent of the Worthy|2021-02-05|0|0|1|1|0
965|Asceticism|2010-09-30|0|1|0|0|0
966|Ash Barrens|2016-11-11|0|0|0|0|0
967|Ash Zealot|2012-10-05|1|0|0|0|0
968|Asha's Favor|2009-02-06|0|0|0|1|0
969|Ashaya, Soul of the Wild|2020-09-25|0|1|0|0|0
970|Ashcloud Phoenix|2014-09-26|1|0|0|0|0
971|Ashcoat Bear|2006-10-06|0|1|0|0|0
972|Ashen Firebeast|2001-10-01|1|0|0|0|0
973|Ashen Ghoul|1995-06-03|0|0|1|0|0
974|Ashen Monstrosity|2005-02-04|1|0|0|0|0
975|Ashen Powder|1996-10-08|0|0|1|0|0
976|Ashen Rider|2013-09-21|0|0|1|1|0
977|Ashen-Skin Zubera|2004-10-01|0|0|1|0|0
978|Ashenmoor Cohort|2008-05-02|0|0|1|0|0
979|Ashenmoor Gouger|2008-05-02|1|0|1|0|0
980|Ashenmoor Liege|2008-05-02|1|0|1|0|0
981|Ashes of the Abhorrent|2017-09-29|0|0|0|1|0
