|name|printed|r|g|b|w|u|text
176|aesthir glider|1996-06-10|0|0|0|0|0|"flying
aesthir glider can't block."
177|aether adept|2010-07-15|0|0|0|0|1|when aether adept enters the battlefield, return target creature to its owner's hand.
178|aether barrier|2000-02-14|0|0|0|0|1|whenever a player casts a creature spell, that player sacrifices a permanent unless they pay {1}.
179|aether burst|2001-10-01|0|0|0|0|1|return up to x target creatures to their owners' hands, where x is one plus the number of cards named aether burst in all graveyards as you cast this spell.
180|aether charge|2002-10-07|1|0|0|0|0|whenever a beast enters the battlefield under your control, you may have it deal 4 damage to target opponent or planeswalker.
181|aether chaser|2017-01-20|1|0|0|0|0|"first strike
when aether chaser enters the battlefield, you get {e}{e} (two energy counters).
whenever aether chaser attacks, you may pay {e}{e}. if you do, create a 1/1 colorless servo artifact creature token."
182|aether figment|2009-10-02|0|0|0|0|1|"kicker {3} (you may pay an additional {3} as you cast this spell.)
aether figment can't be blocked.
if aether figment was kicked, it enters the battlefield with two +1/+1 counters on it."
183|aether flash|1997-06-09|1|0|0|0|0|whenever a creature enters the battlefield, aether flash deals 2 damage to it.
184|aether gale|2014-11-07|0|0|0|0|1|return six target nonland permanents to their owners' hands.
185|aether gust|2019-07-12|0|0|0|0|1|choose target spell or permanent that's red or green. its owner puts it on the top or bottom of their library.
186|aether helix|2021-04-23|0|1|0|0|1|return target permanent to its owner's hand. return target permanent card from your graveyard to your hand.
187|aether herder|2017-01-20|0|1|0|0|0|"when aether herder enters the battlefield, you get {e}{e} (two energy counters).
whenever aether herder attacks, you may pay {e}{e}. if you do, create a 1/1 colorless servo artifact creature token."
188|aether hub|2016-09-30|0|0|0|0|0|"when aether hub enters the battlefield, you get {e} (an energy counter).
{t}: add {c}.
{t}, pay {e}: add one mana of any color."
189|aether inspector|2017-01-20|0|0|0|1|0|"vigilance
when aether inspector enters the battlefield, you get {e}{e} (two energy counters).
whenever aether inspector attacks, you may pay {e}{e}. if you do, create a 1/1 colorless servo artifact creature token."
190|aether meltdown|2016-09-30|0|0|0|0|1|"flash (you may cast this spell any time you could cast an instant.)
enchant creature or vehicle
when aether meltdown enters the battlefield, you get {e}{e} (two energy counters).
enchanted creature gets -4/-0."
191|aether membrane|2007-02-02|1|0|0|0|0|"defender; reach (this creature can block creatures with flying.)
whenever aether membrane blocks a creature, return that creature to its owner's hand at end of combat."
192|aether mutation|2001-06-04|0|1|0|0|1|return target creature to its owner's hand. create x 1/1 green saproling creature tokens, where x is that creature's mana value.
193|aether poisoner|2017-01-20|0|0|1|0|0|"deathtouch (any amount of damage this deals to a creature is enough to destroy it.)
when aether poisoner enters the battlefield, you get {e}{e} (two energy counters).
whenever aether poisoner attacks, you may pay {e}{e}. if you do, create a 1/1 colorless servo artifact creature token."
194|aether rift|2000-10-02|1|1|0|0|0|at the beginning of your upkeep, discard a card at random. if you discard a creature card this way, return it from your graveyard to the battlefield unless any player pays 5 life.
195|aether searcher|2014-06-06|0|0|0|0|0|"reveal aether searcher as you draft it. reveal the next card you draft and note its name.
when aether searcher enters the battlefield, you may search your hand and/or library for a card with a name noted as you drafted cards named aether searcher. you may cast it without paying its mana cost. if you searched your library this way, shuffle."
196|aether shockwave|2005-06-03|0|0|0|1|0|"choose one —
• tap all spirits.
• tap all non-spirit creatures."
197|aether snap|2004-02-06|0|0|1|0|0|remove all counters from all permanents and exile all tokens.
198|aether spellbomb|2003-10-02|0|0|0|0|0|"{u}, sacrifice aether spellbomb: return target creature to its owner's hand.
{1}, sacrifice aether spellbomb: draw a card."
199|aether sting|1999-06-07|1|0|0|0|0|whenever an opponent casts a creature spell, aether sting deals 1 damage to that player.
200|aether storm|1995-10-01|0|0|0|0|1|"creature spells can't be cast.
pay 4 life: destroy aether storm. it can't be regenerated. any player may activate this ability."
201|aether swooper|2017-01-20|0|0|0|0|1|"flying
when aether swooper enters the battlefield, you get {e}{e} (two energy counters).
whenever aether swooper attacks, you may pay {e}{e}. if you do, create a 1/1 colorless servo artifact creature token."
202|aether theorist|2016-09-30|0|0|0|0|1|"when aether theorist enters the battlefield, you get {e}{e}{e} (three energy counters).
{t}, pay {e}: scry 1. (look at the top card of your library. you may put that card on the bottom of your library.)"
203|aether tide|1998-06-15|0|0|0|0|1|"as an additional cost to cast this spell, discard x creature cards.
return x target creatures to their owners' hands."
204|aether tradewinds|2010-02-05|0|0|0|0|1|return target permanent you control and target permanent you don't control to their owners' hands.
205|aether tunnel|2018-07-13|0|0|0|0|1|"enchant creature
enchanted creature gets +1/+0 and can't be blocked."
206|aether vial|2004-02-06|0|0|0|0|0|"at the beginning of your upkeep, you may put a charge counter on aether vial.
{t}: you may put a creature card with mana value equal to the number of charge counters on aether vial from your hand onto the battlefield."
207|aether web|2006-10-06|0|1|0|0|0|"flash (you may cast this spell any time you could cast an instant.)
enchant creature
enchanted creature gets +1/+1, has reach, and can block creatures with shadow as though they didn't have shadow. (creatures with reach can block creatures with flying.)"
208|aetherborn marauder|2016-09-30|0|0|1|0|0|"flying, lifelink
when aetherborn marauder enters the battlefield, move any number of +1/+1 counters from other permanents you control onto aetherborn marauder."
209|aetherflame wall|2006-10-06|1|0|0|0|0|"defender
aetherflame wall can block creatures with shadow as though they didn't have shadow.
{r}: aetherflame wall gets +1/+0 until end of turn."
210|aetherflux reservoir|2016-09-30|0|0|0|0|0|"whenever you cast a spell, you gain 1 life for each spell you've cast this turn.
pay 50 life: aetherflux reservoir deals 50 damage to any target."
211|aethergeode miner|2017-01-20|0|0|0|1|0|"whenever aethergeode miner attacks, you get {e}{e} (two energy counters).
pay {e}{e}: exile aethergeode miner, then return it to the battlefield under its owner's control."
212|aetherize|2013-01-26|0|0|0|0|1|return all attacking creatures to their owner's hand.
213|aetherling|2013-04-27|0|0|0|0|1|"{u}: exile aetherling. return it to the battlefield under its owner's control at the beginning of the next end step.
{u}: aetherling can't be blocked this turn.
{1}: aetherling gets +1/-1 until end of turn.
{1}: aetherling gets -1/+1 until end of turn."
214|aethermage's touch|2006-05-05|0|0|0|1|1|"reveal the top four cards of your library. you may put a creature card from among them onto the battlefield. it gains ""at the beginning of your end step, return this creature to its owner's hand."" then put the rest of the cards revealed this way on the bottom of your library in any order."
215|aetherplasm|2006-02-03|0|0|0|0|1|whenever aetherplasm blocks a creature, you may return aetherplasm to its owner's hand. if you do, you may put a creature card from your hand onto the battlefield blocking that creature.
216|aethershield artificer|2018-07-13|0|0|0|1|0|"at the beginning of combat on your turn, target artifact creature you control gets +2/+2 and gains indestructible until end of turn. (damage and effects that say ""destroy"" don't destroy it.)"
217|aethersnatch|2015-11-13|0|0|0|0|1|gain control of target spell. you may choose new targets for it. (if that spell becomes a permanent, it enters the battlefield under your control.)
218|aethersnipe|2007-10-12|0|0|0|0|1|"when aethersnipe enters the battlefield, return target nonland permanent to its owner's hand.
evoke {1}{u}{u} (you may cast this spell for its evoke cost. if you do, it's sacrificed when it enters the battlefield.)"
219|aethersphere harvester|2017-01-20|0|0|0|0|0|"flying
when aethersphere harvester enters the battlefield, you get {e}{e} (two energy counters).
pay {e}: aethersphere harvester gains lifelink until end of turn.
crew 1 (tap any number of creatures you control with total power 1 or more: this vehicle becomes an artifact creature until end of turn.)"
220|aetherspouts|2014-07-12|0|0|0|0|1|for each attacking creature, its owner puts it on the top or bottom of their library.
221|aethersquall ancient|2016-09-30|0|0|0|0|1|"flying
at the beginning of your upkeep, you get {e}{e}{e} (three energy counters).
pay {e}{e}{e}{e}{e}{e}{e}{e}: return all other creatures to their owners' hands. activate only as a sorcery."
222|aetherstorm roc|2016-09-30|0|0|0|1|0|"flying
whenever aetherstorm roc or another creature enters the battlefield under your control, you get {e} (an energy counter).
whenever aetherstorm roc attacks, you may pay {e}{e}. if you do, put a +1/+1 counter on it and tap up to one target creature defending player controls."
223|aetherstream leopard|2017-01-20|0|1|0|0|0|"trample
when aetherstream leopard enters the battlefield, you get {e} (an energy counter).
whenever aetherstream leopard attacks, you may pay {e}. if you do, it gets +2/+0 until end of turn."
224|aethertide whale|2017-01-20|0|0|0|0|1|"flying
when aethertide whale enters the battlefield, you get {e}{e}{e}{e}{e}{e} (six energy counters).
pay {e}{e}{e}{e}: return aethertide whale to its owner's hand."
225|aethertorch renegade|2016-09-30|1|0|0|0|0|"when aethertorch renegade enters the battlefield, you get {e}{e}{e}{e} (four energy counters).
{t}, pay {e}{e}: aethertorch renegade deals 1 damage to target creature.
{t}, pay {e}{e}{e}{e}{e}{e}{e}{e}: aethertorch renegade deals 6 damage to target player or planeswalker."
226|aethertow|2008-05-02|0|0|0|1|1|"put target attacking or blocking creature on top of its owner's library.
conspire (as you cast this spell, you may tap two untapped creatures you control that share a color with it. when you do, copy it and you may choose a new target for the copy.)"
227|aetherwind basker|2017-01-20|0|1|0|0|0|"trample
whenever aetherwind basker enters the battlefield or attacks, you get {e} (an energy counter) for each creature you control.
pay {e}: aetherwind basker gets +1/+1 until end of turn."
228|aetherworks marvel|2016-09-30|0|0|0|0|0|"whenever a permanent you control is put into a graveyard, you get {e} (an energy counter).
{t}, pay {e}{e}{e}{e}{e}{e}: look at the top six cards of your library. you may cast a spell from among them without paying its mana cost. put the rest on the bottom of your library in a random order."
