|name|printed|r|g|b|w|u|text
164|Aerial Predation|2012-10-05|0|1|0|0|0|Destroy target creature with flying. You gain 2 life.
165|Aerial Responder|2016-09-30|0|0|0|1|0|Flying, vigilance, lifelink
166|Aerial Volley|2015-07-17|0|1|0|0|0|Aerial Volley deals 3 damage divided as you choose among one, two, or three target creatures with flying.
167|Aerie Bowmasters|2015-03-27|0|1|0|0|0|"Reach (This creature can block creatures with flying.)
Megamorph {5}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)"
168|Aerie Mystics|2009-02-06|0|0|0|1|0|"Flying
{1}{G}{U}: Creatures you control gain shroud until end of turn. (They can't be the targets of spells or abilities.)"
169|Aerie Ouphes|2008-07-25|0|1|0|0|0|"Sacrifice Aerie Ouphes: It deals damage equal to its power to target creature with flying.
Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)"
170|Aerie Worshippers|2014-02-01|0|0|0|0|1|Inspired — Whenever Aerie Worshippers becomes untapped, you may pay {2}{U}. If you do, create a 2/2 blue Bird enchantment creature token with flying.
171|Aeromoeba|2021-08-26|0|0|0|0|1|"Flying
Discard a card: Switch Aeromoeba's power and toughness until end of turn."
172|Aeromunculus|2019-01-25|0|1|0|0|1|"Flying
{2}{G}{U}: Adapt 1. (If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.)"
173|Aeronaut Admiral|2017-01-20|0|0|0|1|0|"Flying
Vehicles you control have flying."
174|Aeronaut Tinkerer|2014-07-12|0|0|0|0|1|Aeronaut Tinkerer has flying as long as you control an artifact. (It can't be blocked except by creatures with flying or reach.)
175|Aesi, Tyrant of Gyre Strait|2020-11-20|0|1|0|0|1|"You may play an additional land on each of your turns.
Whenever a land enters the battlefield under your control, you may draw a card."
176|Aesthir Glider|1996-06-10|0|0|0|0|0|"Flying
Aesthir Glider can't block."
177|Aether Adept|2010-07-15|0|0|0|0|1|When Aether Adept enters the battlefield, return target creature to its owner's hand.
178|Aether Barrier|2000-02-14|0|0|0|0|1|Whenever a player casts a creature spell, that player sacrifices a permanent unless they pay {1}.
179|Aether Burst|2001-10-01|0|0|0|0|1|Return up to X target creatures to their owners' hands, where X is one plus the number of cards named Aether Burst in all graveyards as you cast this spell.
180|Aether Charge|2002-10-07|1|0|0|0|0|Whenever a Beast enters the battlefield under your control, you may have it deal 4 damage to target opponent or planeswalker.
181|Aether Chaser|2017-01-20|1|0|0|0|0|"First strike
When Aether Chaser enters the battlefield, you get {E}{E} (two energy counters).
Whenever Aether Chaser attacks, you may pay {E}{E}. If you do, create a 1/1 colorless Servo artifact creature token."
182|Aether Figment|2009-10-02|0|0|0|0|1|"Kicker {3} (You may pay an additional {3} as you cast this spell.)
Aether Figment can't be blocked.
If Aether Figment was kicked, it enters the battlefield with two +1/+1 counters on it."
183|Aether Flash|1997-06-09|1|0|0|0|0|Whenever a creature enters the battlefield, Aether Flash deals 2 damage to it.
184|Aether Gale|2014-11-07|0|0|0|0|1|Return six target nonland permanents to their owners' hands.
185|Aether Gust|2019-07-12|0|0|0|0|1|Choose target spell or permanent that's red or green. Its owner puts it on the top or bottom of their library.
186|Aether Helix|2021-04-23|0|1|0|0|1|Return target permanent to its owner's hand. Return target permanent card from your graveyard to your hand.
187|Aether Herder|2017-01-20|0|1|0|0|0|"When Aether Herder enters the battlefield, you get {E}{E} (two energy counters).
Whenever Aether Herder attacks, you may pay {E}{E}. If you do, create a 1/1 colorless Servo artifact creature token."
188|Aether Hub|2016-09-30|0|0|0|0|0|"When Aether Hub enters the battlefield, you get {E} (an energy counter).
{T}: Add {C}.
{T}, Pay {E}: Add one mana of any color."
189|Aether Inspector|2017-01-20|0|0|0|1|0|"Vigilance
When Aether Inspector enters the battlefield, you get {E}{E} (two energy counters).
Whenever Aether Inspector attacks, you may pay {E}{E}. If you do, create a 1/1 colorless Servo artifact creature token."
190|Aether Meltdown|2016-09-30|0|0|0|0|1|"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature or Vehicle
When Aether Meltdown enters the battlefield, you get {E}{E} (two energy counters).
Enchanted creature gets -4/-0."
191|Aether Membrane|2007-02-02|1|0|0|0|0|"Defender; reach (This creature can block creatures with flying.)
Whenever Aether Membrane blocks a creature, return that creature to its owner's hand at end of combat."
192|Aether Mutation|2001-06-04|0|1|0|0|1|Return target creature to its owner's hand. Create X 1/1 green Saproling creature tokens, where X is that creature's mana value.
193|Aether Poisoner|2017-01-20|0|0|1|0|0|"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
When Aether Poisoner enters the battlefield, you get {E}{E} (two energy counters).
Whenever Aether Poisoner attacks, you may pay {E}{E}. If you do, create a 1/1 colorless Servo artifact creature token."
194|Aether Rift|2000-10-02|1|1|0|0|0|At the beginning of your upkeep, discard a card at random. If you discard a creature card this way, return it from your graveyard to the battlefield unless any player pays 5 life.
195|Aether Searcher|2014-06-06|0|0|0|0|0|"Reveal Aether Searcher as you draft it. Reveal the next card you draft and note its name.
When Aether Searcher enters the battlefield, you may search your hand and/or library for a card with a name noted as you drafted cards named Aether Searcher. You may cast it without paying its mana cost. If you searched your library this way, shuffle."
196|Aether Shockwave|2005-06-03|0|0|0|1|0|"Choose one —
• Tap all Spirits.
• Tap all non-Spirit creatures."
197|Aether Snap|2004-02-06|0|0|1|0|0|Remove all counters from all permanents and exile all tokens.
198|Aether Spellbomb|2003-10-02|0|0|0|0|0|"{U}, Sacrifice Aether Spellbomb: Return target creature to its owner's hand.
{1}, Sacrifice Aether Spellbomb: Draw a card."
199|Aether Sting|1999-06-07|1|0|0|0|0|Whenever an opponent casts a creature spell, Aether Sting deals 1 damage to that player.
200|Aether Storm|1995-10-01|0|0|0|0|1|"Creature spells can't be cast.
Pay 4 life: Destroy Aether Storm. It can't be regenerated. Any player may activate this ability."
201|Aether Swooper|2017-01-20|0|0|0|0|1|"Flying
When Aether Swooper enters the battlefield, you get {E}{E} (two energy counters).
Whenever Aether Swooper attacks, you may pay {E}{E}. If you do, create a 1/1 colorless Servo artifact creature token."
202|Aether Theorist|2016-09-30|0|0|0|0|1|"When Aether Theorist enters the battlefield, you get {E}{E}{E} (three energy counters).
{T}, Pay {E}: Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)"
203|Aether Tide|1998-06-15|0|0|0|0|1|"As an additional cost to cast this spell, discard X creature cards.
Return X target creatures to their owners' hands."
204|Aether Tradewinds|2010-02-05|0|0|0|0|1|Return target permanent you control and target permanent you don't control to their owners' hands.
205|Aether Tunnel|2018-07-13|0|0|0|0|1|"Enchant creature
Enchanted creature gets +1/+0 and can't be blocked."
206|Aether Vial|2004-02-06|0|0|0|0|0|"At the beginning of your upkeep, you may put a charge counter on Aether Vial.
{T}: You may put a creature card with mana value equal to the number of charge counters on Aether Vial from your hand onto the battlefield."
207|Aether Web|2006-10-06|0|1|0|0|0|"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
Enchanted creature gets +1/+1, has reach, and can block creatures with shadow as though they didn't have shadow. (Creatures with reach can block creatures with flying.)"
208|Aetherborn Marauder|2016-09-30|0|0|1|0|0|"Flying, lifelink
When Aetherborn Marauder enters the battlefield, move any number of +1/+1 counters from other permanents you control onto Aetherborn Marauder."
209|Aetherflame Wall|2006-10-06|1|0|0|0|0|"Defender
Aetherflame Wall can block creatures with shadow as though they didn't have shadow.
{R}: Aetherflame Wall gets +1/+0 until end of turn."
210|Aetherflux Reservoir|2016-09-30|0|0|0|0|0|"Whenever you cast a spell, you gain 1 life for each spell you've cast this turn.
Pay 50 life: Aetherflux Reservoir deals 50 damage to any target."
211|Aethergeode Miner|2017-01-20|0|0|0|1|0|"Whenever Aethergeode Miner attacks, you get {E}{E} (two energy counters).
Pay {E}{E}: Exile Aethergeode Miner, then return it to the battlefield under its owner's control."
212|Aetherize|2013-01-26|0|0|0|0|1|Return all attacking creatures to their owner's hand.
213|Aetherling|2013-04-27|0|0|0|0|1|"{U}: Exile Aetherling. Return it to the battlefield under its owner's control at the beginning of the next end step.
{U}: Aetherling can't be blocked this turn.
{1}: Aetherling gets +1/-1 until end of turn.
{1}: Aetherling gets -1/+1 until end of turn."
214|Aethermage's Touch|2006-05-05|0|0|0|1|1|"Reveal the top four cards of your library. You may put a creature card from among them onto the battlefield. It gains ""At the beginning of your end step, return this creature to its owner's hand."" Then put the rest of the cards revealed this way on the bottom of your library in any order."
215|Aetherplasm|2006-02-03|0|0|0|0|1|Whenever Aetherplasm blocks a creature, you may return Aetherplasm to its owner's hand. If you do, you may put a creature card from your hand onto the battlefield blocking that creature.
216|Aethershield Artificer|2018-07-13|0|0|0|1|0|"At the beginning of combat on your turn, target artifact creature you control gets +2/+2 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)"
217|Aethersnatch|2015-11-13|0|0|0|0|1|Gain control of target spell. You may choose new targets for it. (If that spell becomes a permanent, it enters the battlefield under your control.)
218|Aethersnipe|2007-10-12|0|0|0|0|1|"When Aethersnipe enters the battlefield, return target nonland permanent to its owner's hand.
Evoke {1}{U}{U} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)"
219|Aethersphere Harvester|2017-01-20|0|0|0|0|0|"Flying
When Aethersphere Harvester enters the battlefield, you get {E}{E} (two energy counters).
Pay {E}: Aethersphere Harvester gains lifelink until end of turn.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)"
220|Aetherspouts|2014-07-12|0|0|0|0|1|For each attacking creature, its owner puts it on the top or bottom of their library.
221|Aethersquall Ancient|2016-09-30|0|0|0|0|1|"Flying
At the beginning of your upkeep, you get {E}{E}{E} (three energy counters).
Pay {E}{E}{E}{E}{E}{E}{E}{E}: Return all other creatures to their owners' hands. Activate only as a sorcery."
222|Aetherstorm Roc|2016-09-30|0|0|0|1|0|"Flying
Whenever Aetherstorm Roc or another creature enters the battlefield under your control, you get {E} (an energy counter).
Whenever Aetherstorm Roc attacks, you may pay {E}{E}. If you do, put a +1/+1 counter on it and tap up to one target creature defending player controls."
223|Aetherstream Leopard|2017-01-20|0|1|0|0|0|"Trample
When Aetherstream Leopard enters the battlefield, you get {E} (an energy counter).
Whenever Aetherstream Leopard attacks, you may pay {E}. If you do, it gets +2/+0 until end of turn."
224|Aethertide Whale|2017-01-20|0|0|0|0|1|"Flying
When Aethertide Whale enters the battlefield, you get {E}{E}{E}{E}{E}{E} (six energy counters).
Pay {E}{E}{E}{E}: Return Aethertide Whale to its owner's hand."
225|Aethertorch Renegade|2016-09-30|1|0|0|0|0|"When Aethertorch Renegade enters the battlefield, you get {E}{E}{E}{E} (four energy counters).
{T}, Pay {E}{E}: Aethertorch Renegade deals 1 damage to target creature.
{T}, Pay {E}{E}{E}{E}{E}{E}{E}{E}: Aethertorch Renegade deals 6 damage to target player or planeswalker."
226|Aethertow|2008-05-02|0|0|0|1|1|"Put target attacking or blocking creature on top of its owner's library.
Conspire (As you cast this spell, you may tap two untapped creatures you control that share a color with it. When you do, copy it and you may choose a new target for the copy.)"
227|Aetherwind Basker|2017-01-20|0|1|0|0|0|"Trample
Whenever Aetherwind Basker enters the battlefield or attacks, you get {E} (an energy counter) for each creature you control.
Pay {E}: Aetherwind Basker gets +1/+1 until end of turn."
228|Aetherworks Marvel|2016-09-30|0|0|0|0|0|"Whenever a permanent you control is put into a graveyard, you get {E} (an energy counter).
{T}, Pay {E}{E}{E}{E}{E}{E}: Look at the top six cards of your library. You may cast a spell from among them without paying its mana cost. Put the rest on the bottom of your library in a random order."
